pokemon_id,pokemon,generation,location_name,games,location,levels,rate,rate_morning,rate_day,rate_night
12,butterfree,1,Kanto Route 26,gold,headbutt,10,5%,,,
12,butterfree,1,Kanto Route 27,gold,headbutt,10,5%,,,
12,butterfree,1,Lake of Rage,gold,headbutt,10,5%,,,
12,butterfree,1,National Park,gold|silver|crystal,grass,12-15,5%,,,
13,weedle,1,Azalea Town,silver,headbutt,10,50%,,,
13,weedle,1,Ilex Forest,silver,grass,5-6,,50%,60%,0%
13,weedle,1,Ilex Forest,crystal,grass,5,,30%,30%,0%
13,weedle,1,Ilex Forest,silver,headbutt,10,65%,,,
13,weedle,1,Johto Route 30,silver,grass,3-4,,50%,35%,0%
13,weedle,1,Johto Route 30,crystal,grass,3,,5%,5%,0%
13,weedle,1,Johto Route 31,silver,grass,4,,30%,0%,0%
13,weedle,1,Johto Route 31,silver,grass,4-5,,0%,35%,0%
13,weedle,1,Johto Route 31,crystal,grass,4,,5%,5%,0%
13,weedle,1,Johto Route 34,silver,headbutt,10,65%,,,
13,weedle,1,Johto Route 35,silver,headbutt,10,65%,,,
13,weedle,1,Johto Route 36,silver,headbutt,10,65%,,,
13,weedle,1,Johto Route 37,silver,headbutt,10,65%,,,
13,weedle,1,Johto Route 39,silver,headbutt,10,65%,,,
13,weedle,1,Kanto Route 2,red,grass,3-5,15%,,,
13,weedle,1,Kanto Route 2,silver,grass,3,,30%,30%,0%
13,weedle,1,Kanto Route 2,firered|leafgreen,grass,4-5,5%,,,
13,weedle,1,Kanto Route 24,red,grass,7,20%,,,
13,weedle,1,Kanto Route 24,firered|leafgreen,grass,7,20%,,,
13,weedle,1,Kanto Route 25,red,grass,8,20%,,,
13,weedle,1,Kanto Route 25,blue,grass,8,1%,,,
13,weedle,1,Kanto Route 25,firered|leafgreen,grass,8,20%,,,
13,weedle,1,Kanto Route 26,silver,headbutt,10,65%,,,
13,weedle,1,Kanto Route 27,silver,headbutt,10,65%,,,
13,weedle,1,Lake of Rage,silver,headbutt,10,65%,,,
13,weedle,1,National Park,silver,grass,"10,12",,50%,0%,0%
13,weedle,1,National Park,silver,grass,10,,0%,30%,0%
13,weedle,1,National Park,crystal,grass,10,,5%,5%,0%
13,weedle,1,National Park,gold|silver|crystal,grass,7-18,20%,,,
13,weedle,1,Viridian Forest,red,grass,3-5,45%,,,
13,weedle,1,Viridian Forest,blue,grass,3,5%,,,
13,weedle,1,Viridian Forest,firered|leafgreen,grass,3-5,40%,,,
14,kakuna,1,Ilex Forest,silver,grass,6,,30%,0%,0%
14,kakuna,1,Ilex Forest,silver,grass,5-6,,0%,30%,0%
14,kakuna,1,Ilex Forest,crystal,grass,7,,10%,10%,0%
14,kakuna,1,Ilex Forest,silver,headbutt,10,15%,,,
14,kakuna,1,Johto Route 30,silver,grass,4,,10%,0%,0%
14,kakuna,1,Johto Route 30,silver,grass,4-5,,0%,15%,0%
14,kakuna,1,Johto Route 31,silver,grass,5,,10%,0%,0%
14,kakuna,1,Johto Route 31,silver,grass,5-6,,0%,15%,0%
14,kakuna,1,Johto Route 34,silver,headbutt,10,15%,,,
14,kakuna,1,Johto Route 35,silver,headbutt,10,15%,,,
14,kakuna,1,Johto Route 36,silver,headbutt,10,15%,,,
14,kakuna,1,Johto Route 37,silver,headbutt,10,15%,,,
14,kakuna,1,Johto Route 39,silver,headbutt,10,15%,,,
14,kakuna,1,Kanto Route 2,silver,grass,5,,20%,20%,0%
14,kakuna,1,Kanto Route 24,red,grass,8,20%,,,
14,kakuna,1,Kanto Route 24,firered,grass,8,4%,,,
14,kakuna,1,Kanto Route 24,leafgreen,grass,8,1%,,,
14,kakuna,1,Kanto Route 25,red,grass,9,20%,,,
14,kakuna,1,Kanto Route 25,blue,grass,7,4%,,,
14,kakuna,1,Kanto Route 25,firered,grass,9,4%,,,
14,kakuna,1,Kanto Route 25,leafgreen,grass,9,1%,,,
14,kakuna,1,Kanto Route 26,silver,headbutt,10,15%,,,
14,kakuna,1,Kanto Route 27,silver,headbutt,10,15%,,,
14,kakuna,1,Lake of Rage,silver,headbutt,10,15%,,,
14,kakuna,1,National Park,silver,grass,10,,30%,30%,0%
14,kakuna,1,National Park,gold|silver|crystal,grass,9-18,10%,,,
14,kakuna,1,Viridian Forest,red,grass,4-6,40%,,,
14,kakuna,1,Viridian Forest,blue,grass,4,5%,,,
14,kakuna,1,Viridian Forest,firered,grass,4-6,10%,,,
14,kakuna,1,Viridian Forest,leafgreen,grass,5,5%,,,
15,beedrill,1,Azalea Town,silver,headbutt,10,10%,,,
15,beedrill,1,Ilex Forest,silver|crystal,headbutt,10,5%,,,
15,beedrill,1,Johto Route 34,silver,headbutt,10,5%,,,
15,beedrill,1,Johto Route 35,silver,headbutt,10,5%,,,
15,beedrill,1,Johto Route 36,silver,headbutt,10,5%,,,
15,beedrill,1,Johto Route 37,silver,headbutt,10,5%,,,
15,beedrill,1,Johto Route 39,silver,headbutt,10,5%,,,
15,beedrill,1,Kanto Route 2,silver,grass,7,,10%,0%,0%
15,beedrill,1,Kanto Route 26,silver,headbutt,10,5%,,,
15,beedrill,1,Kanto Route 27,silver,headbutt,10,5%,,,
15,beedrill,1,Lake of Rage,silver,headbutt,10,5%,,,
15,beedrill,1,National Park,gold|silver|crystal,grass,12-15,5%,,,
16,pidgey,1,Ilex Forest,crystal,grass,7,,5%,5%,0%
16,pidgey,1,Johto Route 29,gold|silver,grass,2-4,,55%,55%,0%
16,pidgey,1,Johto Route 29,crystal,grass,2-3,,50%,50%,0%
16,pidgey,1,Johto Route 30,gold,grass,"2,4",,40%,50%,0%
16,pidgey,1,Johto Route 30,silver|crystal,grass,4,,10%,0%,0%
16,pidgey,1,Johto Route 30,silver,grass,"2,4",,0%,50%,0%
16,pidgey,1,Johto Route 30,crystal,grass,3-4,,0%,40%,0%
16,pidgey,1,Johto Route 31,gold,grass,3,,30%,30%,0%
16,pidgey,1,Johto Route 31,silver|crystal,grass,5,,10%,0%,0%
16,pidgey,1,Johto Route 31,silver,grass,3,,0%,30%,0%
16,pidgey,1,Johto Route 31,crystal,grass,4-5,,0%,40%,0%
16,pidgey,1,Johto Route 32,crystal,grass,7,,5%,5%,0%
16,pidgey,1,Johto Route 34,crystal,grass,12,,20%,20%,0%
16,pidgey,1,Johto Route 35,gold|silver,grass,14,,5%,5%,0%
16,pidgey,1,Johto Route 35,crystal,grass,14,,30%,30%,0%
16,pidgey,1,Johto Route 36,gold|silver,grass,"13,15",,25%,0%,0%
16,pidgey,1,Johto Route 36,gold|silver,grass,14,,0%,20%,0%
16,pidgey,1,Johto Route 36,crystal,grass,4-6,,40%,70%,0%
16,pidgey,1,Johto Route 37,gold,grass,"13,15",,60%,50%,0%
16,pidgey,1,Johto Route 37,silver|crystal,grass,15,,20%,0%,0%
16,pidgey,1,Johto Route 37,silver,grass,"13,15",,0%,50%,0%
16,pidgey,1,Johto Route 37,crystal,grass,"13,15",,0%,55%,0%
16,pidgey,1,Kanto Route 1,red|blue,grass,2-5,50%,,,
16,pidgey,1,Kanto Route 1,yellow,grass,2-7,70%,,,
16,pidgey,1,Kanto Route 1,gold|silver|crystal,grass,2-4,,45%,45%,0%
16,pidgey,1,Kanto Route 1,firered|leafgreen,grass,2-5,50%,,,
16,pidgey,1,Kanto Route 11,yellow,grass,"16, 18",35%,,,
16,pidgey,1,Kanto Route 12,red|blue,grass,"23, 25, 27",40%,,,
16,pidgey,1,Kanto Route 12,yellow,grass,28,15%,,,
16,pidgey,1,Kanto Route 12,firered|leafgreen,grass,23-27,30%,,,
16,pidgey,1,Kanto Route 13,red|blue,grass,"25, 27",35%,,,
16,pidgey,1,Kanto Route 13,yellow,grass,28,10%,,,
16,pidgey,1,Kanto Route 13,firered|leafgreen,grass,"25, 27",20%,,,
16,pidgey,1,Kanto Route 14,red|blue,grass,26,20%,,,
16,pidgey,1,Kanto Route 14,firered|leafgreen,grass,27,10%,,,
16,pidgey,1,Kanto Route 15,red|blue,grass,23,15%,,,
16,pidgey,1,Kanto Route 15,firered|leafgreen,grass,"25, 27",20%,,,
16,pidgey,1,Kanto Route 2,red|blue,grass,3-5,45%,,,
16,pidgey,1,Kanto Route 2,yellow,grass,"3, 5, 7",35%,,,
16,pidgey,1,Kanto Route 2,gold,grass,3,,30%,0%,0%
16,pidgey,1,Kanto Route 2,gold|silver,grass,"3,7",,0%,40%,0%
16,pidgey,1,Kanto Route 2,crystal,grass,5,,20%,0%,0%
16,pidgey,1,Kanto Route 2,crystal,grass,"3,5",,0%,50%,0%
16,pidgey,1,Kanto Route 2,firered|leafgreen,grass,2-5,45%,,,
16,pidgey,1,Kanto Route 21,red|blue,grass,"21, 23",30%,,,
16,pidgey,1,Kanto Route 21,yellow,grass,"11, 13, 15, 17",55%,,,
16,pidgey,1,Kanto Route 24,red|blue,grass,12-13,20%,,,
16,pidgey,1,Kanto Route 24,yellow,grass,"13, 15, 17",29%,,,
16,pidgey,1,Kanto Route 24,firered|leafgreen,grass,"11, 13",15%,,,
16,pidgey,1,Kanto Route 25,red|blue,grass,13,15%,,,
16,pidgey,1,Kanto Route 25,yellow,grass,"13, 15, 17",29%,,,
16,pidgey,1,Kanto Route 25,gold|silver,grass,8,,30%,0%,0%
16,pidgey,1,Kanto Route 25,gold|silver,grass,"8,10",,0%,50%,0%
16,pidgey,1,Kanto Route 25,crystal,grass,10,,30%,30%,0%
16,pidgey,1,Kanto Route 25,firered|leafgreen,grass,"11, 13",15%,,,
16,pidgey,1,Kanto Route 3,red|blue,grass,6-8,45%,,,
16,pidgey,1,Kanto Route 3,firered|leafgreen,grass,6-7,30%,,,
16,pidgey,1,Kanto Route 5,red|blue,grass,"13, 15-16",40%,,,
16,pidgey,1,Kanto Route 5,yellow,grass,15-17,40%,,,
16,pidgey,1,Kanto Route 5,gold,grass,13-15,,60%,60%,0%
16,pidgey,1,Kanto Route 5,silver,grass,"13,15",,40%,40%,0%
16,pidgey,1,Kanto Route 5,crystal,grass,13,,30%,30%,0%
16,pidgey,1,Kanto Route 5,firered|leafgreen,grass,"13, 15-16",40%,,,
16,pidgey,1,Kanto Route 6,red|blue,grass,"13, 15-16",40%,,,
16,pidgey,1,Kanto Route 6,yellow,grass,15-17,40%,,,
16,pidgey,1,Kanto Route 6,gold,grass,13-14,,50%,50%,0%
16,pidgey,1,Kanto Route 6,silver,grass,13,,30%,30%,0%
16,pidgey,1,Kanto Route 6,firered|leafgreen,grass,"13, 15-16",40%,,,
16,pidgey,1,Kanto Route 7,red|blue,grass,"19, 22",30%,,,
16,pidgey,1,Kanto Route 7,yellow,grass,"20, 22",40%,,,
16,pidgey,1,Kanto Route 7,firered|leafgreen,grass,"19, 22",30%,,,
16,pidgey,1,Kanto Route 8,red|blue,grass,"18, 20",30%,,,
16,pidgey,1,Kanto Route 8,yellow,grass,"20, 22",40%,,,
16,pidgey,1,Kanto Route 8,firered|leafgreen,grass,"18, 20",30%,,,
16,pidgey,1,National Park,gold|silver,grass,"10,12,14",,20%,0%,0%
16,pidgey,1,National Park,gold|silver,grass,"12,14",,0%,15%,0%
16,pidgey,1,National Park,crystal,grass,13,,10%,10%,0%
16,pidgey,1,Viridian Forest,yellow,grass,"4, 6, 8",24%,,,
17,pidgeotto,1,Johto Route 37,gold|silver,grass,15,,0%,5%,0%
17,pidgeotto,1,Johto Route 37,crystal,grass,15,,5%,5%,0%
17,pidgeotto,1,Johto Route 39,crystal,grass,16,,10%,10%,0%
17,pidgeotto,1,Johto Route 43,gold|silver,grass,17,,25%,20%,0%
17,pidgeotto,1,Johto Route 43,crystal,grass,16,,30%,30%,0%
17,pidgeotto,1,Kanto Route 11,yellow,grass,"18, 20",10%,,,
17,pidgeotto,1,Kanto Route 11,crystal,grass,16,,10%,10%,0%
17,pidgeotto,1,Kanto Route 12,yellow,grass,28,10%,,,
17,pidgeotto,1,Kanto Route 13,yellow,grass,28,15%,,,
17,pidgeotto,1,Kanto Route 13,gold|silver|crystal,grass,25,,20%,20%,0%
17,pidgeotto,1,Kanto Route 13,firered|leafgreen,grass,29,5%,,,
17,pidgeotto,1,Kanto Route 14,red|blue,grass,"28, 30",5%,,,
17,pidgeotto,1,Kanto Route 14,yellow,grass,30,10%,,,
17,pidgeotto,1,Kanto Route 14,gold|silver,grass,25,,20%,20%,0%
17,pidgeotto,1,Kanto Route 14,crystal,grass,28,,20%,20%,0%
17,pidgeotto,1,Kanto Route 14,firered|leafgreen,grass,29,5%,,,
17,pidgeotto,1,Kanto Route 15,red|blue,grass,"28, 30",5%,,,
17,pidgeotto,1,Kanto Route 15,yellow,grass,32,10%,,,
17,pidgeotto,1,Kanto Route 15,gold|silver|crystal,grass,25,,20%,20%,0%
17,pidgeotto,1,Kanto Route 15,firered|leafgreen,grass,29,5%,,,
17,pidgeotto,1,Kanto Route 2,gold,grass,7,,5%,5%,0%
17,pidgeotto,1,Kanto Route 2,silver|crystal,grass,7,,0%,5%,0%
17,pidgeotto,1,Kanto Route 21,red|blue,grass,"30, 32",15%,,,
17,pidgeotto,1,Kanto Route 21,yellow,grass,"15, 17, 19",10%,,,
17,pidgeotto,1,Kanto Route 24,yellow,grass,17,1%,,,
17,pidgeotto,1,Kanto Route 25,yellow,grass,17,1%,,,
17,pidgeotto,1,Kanto Route 25,gold|silver,grass,10,,5%,0%,0%
17,pidgeotto,1,Kanto Route 25,gold|silver,grass,12,,0%,5%,0%
17,pidgeotto,1,Kanto Route 25,crystal,grass,12,,20%,20%,0%
17,pidgeotto,1,Kanto Route 5,yellow,grass,17,5%,,,
17,pidgeotto,1,Kanto Route 5,crystal,grass,15,,20%,20%,0%
17,pidgeotto,1,Kanto Route 6,yellow,grass,17,5%,,,
17,pidgeotto,1,Kanto Route 7,yellow,grass,24,10%,,,
17,pidgeotto,1,Kanto Route 8,yellow,grass,24,10%,,,
17,pidgeotto,1,Kanto Route 8,gold,grass,"17,19",,65%,65%,0%
17,pidgeotto,1,Kanto Route 8,silver,grass,"17,19",,35%,35%,0%
17,pidgeotto,1,Kanto Route 8,crystal,grass,19,,30%,30%,0%
17,pidgeotto,1,Viridian Forest,yellow,grass,9,1%,,,
19,rattata,1,Bell Tower,gold|silver|crystal,2f-9f,20-24,,100%,100%,0%
19,rattata,1,Bell Tower,gold|silver|crystal,2f-9f,22-24,,0%,0%,20%
19,rattata,1,Burned Tower,gold|silver,1f,"13,15",50%,,,
19,rattata,1,Burned Tower,crystal,1f,"13,15",55%,,,
19,rattata,1,Burned Tower,gold|silver,b1f,"14,16",,40%,0%,40%
19,rattata,1,Burned Tower,gold|silver,b1f,14,,0%,35%,0%
19,rattata,1,Burned Tower,crystal,b1f,14,30%,,,
19,rattata,1,Johto Route 29,gold|silver,grass,4,,5%,5%,0%
19,rattata,1,Johto Route 29,gold|silver,grass,"2,4",,0%,0%,15%
19,rattata,1,Johto Route 29,crystal,grass,2,,5%,5%,0%
19,rattata,1,Johto Route 29,crystal,grass,2-3,,0%,0%,45%
19,rattata,1,Johto Route 30,gold|silver,grass,3-4,,0%,0%,40%
19,rattata,1,Johto Route 31,gold|silver,grass,4-5,,0%,0%,40%
19,rattata,1,Johto Route 32,gold,grass,"4,6",,35%,0%,0%
19,rattata,1,Johto Route 32,gold,grass,"4,6,8",,0%,40%,0%
19,rattata,1,Johto Route 32,gold,grass,4,,0%,0%,30%
19,rattata,1,Johto Route 32,silver,grass,6,,5%,0%,0%
19,rattata,1,Johto Route 32,silver,grass,"6,8",,0%,10%,0%
19,rattata,1,Johto Route 32,crystal,grass,5,30%,,,
19,rattata,1,Johto Route 33,gold,grass,6-7,,40%,0%,60%
19,rattata,1,Johto Route 33,gold,grass,6-8,,0%,45%,0%
19,rattata,1,Johto Route 33,silver,grass,6,,10%,0%,30%
19,rattata,1,Johto Route 33,silver,grass,"6,8",,0%,15%,0%
19,rattata,1,Johto Route 33,crystal,grass,6,,30%,30%,0%
19,rattata,1,Johto Route 33,crystal,grass,6-7,,0%,0%,40%
19,rattata,1,Johto Route 34,gold|silver,grass,"11,13",35%,,,
19,rattata,1,Johto Route 34,crystal,grass,11,30%,,,
19,rattata,1,Johto Route 39,gold,grass,16,,30%,30%,40%
19,rattata,1,Johto Route 39,crystal,grass,16,,30%,30%,0%
19,rattata,1,Johto Route 42,crystal,grass,15,,20%,20%,0%
19,rattata,1,Johto Route 42,crystal,grass,13,,0%,0%,30%
19,rattata,1,Johto Route 46,gold|silver,grass,2,,20%,20%,0%
19,rattata,1,Johto Route 46,gold|silver,grass,2-3,,0%,0%,50%
19,rattata,1,Johto Route 46,crystal,grass,2-3,,15%,20%,50%
19,rattata,1,Kanto Route 1,red|blue,grass,2-4,50%,,,
19,rattata,1,Kanto Route 1,yellow,grass,2-4,30%,,,
19,rattata,1,Kanto Route 1,gold|silver|crystal,grass,2,,30%,30%,0%
19,rattata,1,Kanto Route 1,gold|silver,grass,"2, 3, 6",,0%,0%,55%
19,rattata,1,Kanto Route 1,crystal,grass,2-3,,0%,0%,50%
19,rattata,1,Kanto Route 1,firered|leafgreen,grass,2-4,50%,,,
19,rattata,1,Kanto Route 10,yellow,grass,18,20%,,,
19,rattata,1,Kanto Route 11,yellow,grass,"15, 17",30%,,,
19,rattata,1,Kanto Route 11,gold|silver,grass,15,30%,,,
19,rattata,1,Kanto Route 11,crystal,grass,16,,5%,5%,0%
19,rattata,1,Kanto Route 16,red|blue,grass,"18, 20, 22",30%,,,
19,rattata,1,Kanto Route 16,yellow,grass,23-24,25%,,,
19,rattata,1,Kanto Route 16,firered|leafgreen,grass,"18, 20, 22",30%,,,
19,rattata,1,Kanto Route 17,firered|leafgreen,grass,22,5%,,,
19,rattata,1,Kanto Route 18,yellow,grass,23-24,25%,,,
19,rattata,1,Kanto Route 18,firered|leafgreen,grass,22,5%,,,
19,rattata,1,Kanto Route 2,red|blue,grass,2-5,40%,,,
19,rattata,1,Kanto Route 2,yellow,grass,3-4,35%,,,
19,rattata,1,Kanto Route 2,firered|leafgreen,grass,2-5,45%,,,
19,rattata,1,Kanto Route 21,red|blue,grass,"21, 23",30%,,,
19,rattata,1,Kanto Route 21,yellow,grass,"13, 15",30%,,,
19,rattata,1,Kanto Route 21,crystal,grass,25,30%,,,
19,rattata,1,Kanto Route 22,red|blue,grass,2-4,45%,,,
19,rattata,1,Kanto Route 22,yellow,grass,3,10%,,,
19,rattata,1,Kanto Route 22,gold|silver|crystal,grass,3,,30%,30%,0%
19,rattata,1,Kanto Route 22,gold|silver,grass,"3-5, 7",,0%,0%,95%
19,rattata,1,Kanto Route 22,crystal,grass,"3, 5-7",,0%,0%,60%
19,rattata,1,Kanto Route 22,firered|leafgreen,grass,2-5,45%,,,
19,rattata,1,Kanto Route 3,yellow,grass,"10, 12",15%,,,
19,rattata,1,Kanto Route 3,gold,grass,"5,10",,35%,35%,0%
19,rattata,1,Kanto Route 3,gold,grass,"5,8,10",,0%,0%,60%
19,rattata,1,Kanto Route 3,silver|crystal,grass,5,,30%,30%,0%
19,rattata,1,Kanto Route 3,silver,grass,"5,8",,0%,0%,35%
19,rattata,1,Kanto Route 3,crystal,grass,"5,10",,0%,0%,65%
19,rattata,1,Kanto Route 4,red|blue,grass,"8, 10, 12",40%,,,
19,rattata,1,Kanto Route 4,yellow,grass,"10, 12",15%,,,
19,rattata,1,Kanto Route 4,gold,grass,"5,10",,35%,35%,0%
19,rattata,1,Kanto Route 4,gold,grass,"8,10",,0%,0%,30%
19,rattata,1,Kanto Route 4,silver|crystal,grass,5,,30%,30%,0%
19,rattata,1,Kanto Route 4,silver,grass,"5,8",,0%,0%,35%
19,rattata,1,Kanto Route 4,crystal,grass,"5,10",,0%,0%,65%
19,rattata,1,Kanto Route 4,firered|leafgreen,grass,"8, 10, 12",35%,,,
19,rattata,1,Kanto Route 5,yellow,grass,"14, 16",30%,,,
19,rattata,1,Kanto Route 6,yellow,grass,"14, 16",30%,,,
19,rattata,1,Kanto Route 6,crystal,grass,13,,30%,30%,0%
19,rattata,1,Kanto Route 7,yellow,grass,20,15%,,,
19,rattata,1,Kanto Route 7,gold,grass,"15,17,19",,40%,0%,0%
19,rattata,1,Kanto Route 7,gold,grass,"17,19",,0%,35%,0%
19,rattata,1,Kanto Route 7,gold,grass,17,,0%,0%,30%
19,rattata,1,Kanto Route 7,silver,grass,15,,5%,0%,0%
19,rattata,1,Kanto Route 7,crystal,grass,17,,30%,30%,0%
19,rattata,1,Kanto Route 8,yellow,grass,20,15%,,,
19,rattata,1,Kanto Route 9,red|blue,grass,"14, 16-17",40%,,,
19,rattata,1,Kanto Route 9,yellow,grass,18,15%,,,
19,rattata,1,Kanto Route 9,gold,grass,15,,30%,30%,0%
19,rattata,1,Kanto Route 9,gold,grass,"13,15",,0%,0%,40%
19,rattata,1,Kanto Route 9,silver,grass,13,,30%,30%,0%
19,rattata,1,Kanto Route 9,silver,grass,"13,15",,0%,0%,70%
19,rattata,1,Kanto Route 9,crystal,grass,15,30%,,,
19,rattata,1,Kanto Route 9,firered|leafgreen,grass,"14, 16-17",40%,,,
19,rattata,1,Mt. Mortar,gold|silver,cave,"14,16",14%,,,
19,rattata,1,Mt. Mortar,crystal,cave,14,30%,,,
19,rattata,1,Mt. Mortar,gold|silver,cave,14,10%,,,
19,rattata,1,Mt. Mortar,crystal,cave,14,30%,,,
19,rattata,1,Mt. Mortar,gold|silver,cave,16,20%,,,
19,rattata,1,Pokémon Mansion (Kanto),yellow,1f,"34, 37",30%,,,
19,rattata,1,Pokémon Mansion (Kanto),yellow,2f,"37, 40",30%,,,
19,rattata,1,Pokémon Mansion (Kanto),yellow,3f,"40, 43",30%,,,
19,rattata,1,Pokémon Mansion (Kanto),firered|leafgreen,1f-3f,"26, 28",15%,,,
